id|course_id|grade
78|5|7.5
78|5|9
78|5|9
78|5|13.5
78|10|13.75
78|10|15.25
78|10|9
78|10|10.75
78|10|5.75
78|10|13.25
78|10|9
78|10|5
78|10|8.25
78|3|6
78|3|9
78|3|10
78|3|5.5
78|3|12
78|3|9.5
78|3|11.5
78|3|8
78|4|14
78|4|8
78|4|12
78|4|8
78|4|8
78|4|7
78|4|12
78|4|11
78|7|4.25
78|7|6.75
78|7|8
78|7|9.25
78|7|5.25
78|7|8
78|7|7
78|2|4.5
78|2|11.5
78|2|4
78|2|8.5
78|2|6
78|2|4
78|2|7
78|2|10
78|2|9
78|2|8
78|8|9
78|8|7
78|8|7
78|8|6
78|8|9
78|8|10
78|8|7
78|8|8
78|8|8
78|1|8
78|1|17
78|1|10.5
78|1|11
78|1|7.5
78|1|9.5
78|1|10.5
78|1|9.5
78|1|11.5
78|1|13.5
78|9|8
78|9|6.5
78|9|8.5
86|6|14.5
86|6|9
86|6|10.5
86|6|12
86|6|16
86|6|11
86|5|10
86|5|9.5
86|5|9.5
86|5|9.5
86|10|11.75
86|10|6.5
86|10|10
86|10|8
86|10|8
86|10|12.75
86|10|8.25
86|10|7.25
86|10|10
86|3|7.5
86|3|12
86|3|8
86|3|9
86|3|11.5
86|3|5
86|3|7
86|3|8
86|3|9
86|3|6
86|4|8
86|4|10.5
86|4|8.5
86|4|9
86|4|8
86|4|4.5
86|4|6
86|4|9
86|4|9
86|7|7.75
86|7|5.75
86|7|4
86|7|10.5
86|7|5.75
86|7|6.5
86|7|6.75
86|2|6
86|2|1.5
86|2|7
86|2|7.5
86|2|7
86|2|11
86|2|8.5
86|2|5.5
86|2|3
86|2|6
86|8|8
86|8|$
86|8|8
86|8|9
86|8|9
86|8|8
86|8|5
86|8|8
86|8|7
86|8|11
86|1|13.5
86|1|7.5
86|1|11.5
86|1|11.5
86|1|11.5
86|1|15
86|1|11
86|1|6.5
86|1|14.5
86|1|9.5
86|9|8
86|9|9
86|9|6
99|6|4.5
99|6|5
99|6|8
99|6|8.5
99|6|10.5
99|6|7.5
99|5|8.5
99|5|8
99|5|6
99|5|6
99|10|12.5
99|10|8.5
99|10|6.75
99|10|12.25
99|10|5
99|10|10.75
99|10|5.5
99|10|10.5
99|10|8.25
99|3|11
99|3|10
99|3|7.5
99|3|12
99|3|7
99|3|10
99|3|10
99|3|10.5
99|3|9
99|3|11.5
99|4|15.5
99|4|7.5
99|4|10
99|4|12.5
99|4|11.5
99|4|9
99|4|9
99|4|10.5
99|4|11
99|7|10
99|7|10.5
99|7|6.75
99|7|8.75
99|7|8.75
99|7|6.5
99|7|7.25
99|2|6.5
99|2|5
99|2|7.5
99|2|7.5
99|2|11.5
99|2|8
99|2|7.5
99|2|5.5
99|2|3.5
99|2|7.5
99|8|6
99|8|8
99|8|6
99|8|10
99|8|11
99|8|5
99|8|5
99|8|7
99|8|10
99|8|9
99|1|14.5
99|1|11.5
99|1|10.5
99|1|9.5
99|1|13.5
99|1|7
99|1|10.5
99|1|7
99|1|10
99|9|8.5
99|9|5.5
99|9|9.5
101|6|7
101|6|13.5
101|6|10.5
101|6|13
101|6|12
101|6|11.5
101|5|12.5
101|5|11
101|5|10
101|5|9.5
101|10|9.75
101|10|13
101|10|16.5
101|10|12
101|10|6.5
101|10|10.5
101|10|14.75
101|10|8.75
101|10|11.25
101|3|3.5
101|3|11.5
101|3|7
101|3|4
101|3|6
101|3|7.5
101|3|11.5
101|3|6
101|3|8
101|3|4.5
101|4|6
101|4|10.5
101|4|2.5
101|4|8
101|4|9
101|4|10
101|4|8
101|4|9
101|7|6.75
101|7|3.75
101|7|6
101|7|11.75
101|7|5.75
101|2|6.5
101|2|7.5
101|2|4
101|2|9.5
101|2|0.5
101|2|5
101|2|4
101|2|6
101|2|10
101|2|7
101|8|7
101|8|8
101|8|8
101|8|9
101|8|10
101|8|5
101|8|7
101|8|11
101|8|8
101|8|5
101|1|6
101|1|15.5
101|1|$
101|1|11
101|1|9.5
101|1|11.5
101|1|15.5
101|1|11
101|1|12.5
101|1|14
101|9|9
101|9|8.5
101|9|8
110|6|$
110|6|7.5
110|6|11
110|6|13.5
110|6|12.5
110|6|9.5
110|5|7.5
110|5|7.5
110|5|6.5
110|5|9
110|10|8.75
110|10|11.25
110|10|6.5
110|10|13.5
110|10|10
110|10|7.5
110|10|8
110|10|11
110|3|6
110|3|8
110|3|11
110|3|7
110|3|8
110|3|8.5
110|3|6.5
110|3|9.5
110|3|11
110|3|9.5
110|4|14.5
110|4|13.5
110|4|8
110|4|11.5
110|4|7.5
110|4|8
110|4|12
110|4|11
110|4|8
110|7|10.75
110|7|11.25
110|7|10
110|7|10.25
110|7|7.5
110|7|9.25
110|7|9.25
110|2|9.5
110|2|8.5
110|2|3
110|2|4.5
110|2|6.5
110|2|6.5
110|2|6.5
110|2|4.5
110|2|11
110|2|6
110|8|7
110|8|7
110|8|6
110|8|7
110|8|7
110|8|9
110|8|10
110|8|7
110|8|7
110|8|9
110|1|12
110|1|7.5
110|1|12.5
110|1|11
110|1|9.5
110|1|8
110|1|9.5
110|1|10
110|1|12.5
110|1|7.5
110|9|9
110|9|8.5
110|9|8
142|6|11.5
142|6|12.5
142|6|6.5
142|6|14.5
142|6|5.5
142|5|4.5
142|5|$
142|5|8.5
142|5|11
142|10|10.5
142|10|6.5
142|10|8.75
142|10|6
142|10|8.75
142|10|7.5
142|10|14
142|10|10.5
142|10|7
142|3|11
142|3|$
142|3|10.5
142|3|8.5
142|3|7
142|3|7.5
142|3|13.5
142|3|7
142|3|12
142|3|8.5
142|4|8.5
142|4|4
142|4|9
142|4|8
142|4|13
142|4|8.5
142|4|11.5
142|4|14.5
142|4|12.5
142|7|5.5
142|7|10.5
142|7|6.75
142|7|9.75
142|7|9.5
142|7|$
142|7|8.75
142|2|6
142|2|5
142|2|6
142|2|9.5
142|2|2
142|2|7.5
142|2|7
142|2|8
142|2|8
142|2|4.5
142|8|10
142|8|9
142|8|7
142|8|6
142|8|7
142|8|6
142|8|5
142|8|8
142|8|9
142|8|7
142|1|14.5
142|1|10
142|1|8.5
142|1|12.5
142|1|5.5
142|1|9
142|1|11.5
142|1|11
142|1|10
142|1|6.5
142|9|9.5
142|9|7
180|6|11
180|6|13
180|6|7
180|6|11.5
180|6|8
180|6|7
180|5|12
180|5|10
180|5|11.5
180|10|9.5
180|10|9.75
180|10|10.5
180|10|11.5
180|10|6
180|10|14
180|10|12.5
180|10|9
180|10|8.25
180|3|10
180|3|7
180|3|7.5
180|3|9
180|3|4.5
180|3|12
180|3|11
180|3|13.5
180|3|7.5
180|4|8.5
180|4|8.5
180|4|11.5
180|4|15
180|4|5.5
180|4|8
180|4|10
180|4|6
180|4|10.5
180|7|8.5
180|7|$
180|7|6.5
180|7|5
180|7|7
180|7|6.25
180|7|9.25
180|2|7.5
180|2|6.5
180|2|3
180|2|7.5
180|2|10.5
180|2|7.5
180|2|3.5
180|2|4
180|2|6
180|2|3.5
180|8|7
180|8|9
180|8|7
180|8|9
180|8|7
180|8|9
180|8|6
180|8|4
180|8|7
180|8|10
180|1|14.5
180|1|10.5
180|1|6.5
180|1|4
180|1|12
180|1|9
180|1|13
180|1|9
180|1|17.5
180|1|14
180|9|8
180|9|8.5
180|9|9
195|6|8
195|6|13.5
195|6|11.5
195|6|6.5
195|6|6
195|6|11
195|5|5
195|5|9.5
195|5|7.5
195|5|9
195|10|$
195|10|8.75
195|10|9.5
195|10|5.25
195|10|14
195|10|6.25
195|10|9.25
195|10|10.75
195|10|9.25
195|3|8
195|3|8.5
195|3|6
195|3|10
195|3|10
195|3|6.5
195|3|7
195|3|5.5
195|3|7
195|4|12.5
195|4|13.5
195|4|13.5
195|4|5.5
195|4|14
195|4|8.5
195|4|9
195|4|9.5
195|7|5.75
195|7|9.5
195|7|11.25
195|7|8.75
195|7|9
195|7|9
195|7|10.5
195|2|5
195|2|3
195|2|10.5
195|2|7
195|2|7
195|2|9
195|2|7
195|2|4
195|2|5
195|2|9
195|8|5
195|8|10
195|8|6
195|8|7
195|8|6
195|8|12
195|8|7
195|8|4
195|8|9
195|8|7
195|1|12
195|1|13
195|1|8
195|1|11
195|1|4.5
195|1|8.5
195|1|$
195|1|13
195|1|13
195|1|16.5
195|9|10.5
195|9|9.5
195|9|9
210|6|4.5
210|6|10.5
210|6|12.5
210|6|8
210|6|7.5
210|6|12
210|5|10
210|5|9.5
210|5|9
210|5|9.5
210|10|11
210|10|7.25
210|10|13
210|10|6.75
210|10|12.75
210|10|10.75
210|10|10.75
210|10|10.5
210|10|7.75
210|3|6.5
210|3|11
210|3|9.5
210|3|5
210|3|4.5
210|3|3
210|3|10
210|3|9.5
210|3|11
210|3|5
210|4|7.5
210|4|9
210|4|10.5
210|4|9.5
210|4|9.5
210|4|9
210|4|12
210|4|10.5
210|4|14.5
210|7|7.5
210|7|7.25
210|7|7.75
210|7|10.75
210|7|6
210|7|9
210|7|8.5
210|2|5
210|2|2.5
210|2|2
210|2|8
210|2|6
210|2|12
210|2|3.5
210|2|3.5
210|2|5
210|2|5
210|8|11
210|8|6
210|8|10
210|8|8
210|8|8
210|8|9
210|8|5
210|8|9
210|8|8
210|1|11
210|1|15
210|1|18
210|1|10.5
210|1|13
210|1|12.5
210|1|9
210|1|12
210|1|11
210|1|13.5
210|9|7.5
210|9|10
210|9|9.5
211|6|7.5
211|6|10
211|6|15.5
211|6|11.5
211|6|17
211|6|10
211|5|11.5
211|5|8.5
211|5|9.5
211|5|12
211|10|10.75
211|10|8.25
211|10|8.75
211|10|13.75
211|10|9.25
211|10|3.75
211|10|10.5
211|10|7
211|10|9
211|3|6
211|3|6.5
211|3|8.5
211|3|9.5
211|3|9.5
211|3|10
211|3|5.5
211|3|7
211|4|11
211|4|13.5
211|4|3.5
211|4|12.5
211|4|7
211|4|9.5
211|4|14
211|4|12
211|4|7
211|7|11.75
211|7|9.25
211|7|8.25
211|7|4.75
211|7|8.25
211|7|3.25
211|7|6.25
211|2|4
211|2|9
211|2|2.5
211|2|8
211|2|3.5
211|2|3.5
211|2|6.5
211|2|7
211|2|7
211|8|6
211|8|7
211|8|8
211|8|8
211|8|7
211|8|7
211|8|5
211|8|6
211|8|4
211|8|10
211|1|11
211|1|9
211|1|18.5
211|1|12
211|1|9.5
211|1|13.5
211|1|14
211|1|10.5
211|1|9
211|1|13
211|9|11
211|9|9
211|9|9.5
213|6|10.5
213|6|9
213|6|14
213|6|12
213|6|10
213|6|12.5
213|5|7
213|5|8.5
213|5|8.5
213|5|6.5
213|10|4.25
213|10|8.5
213|10|8
213|10|10.25
213|10|6.75
213|10|10.75
213|10|7.5
213|10|8.75
213|3|6
213|3|10
213|3|9.5
213|3|11
213|3|5
213|3|14
213|3|10
213|3|11
213|3|13
213|3|10
213|4|12.5
213|4|13
213|4|10.5
213|4|7
213|4|13.5
213|4|12
213|4|8.5
213|4|11.5
213|4|14.5
213|7|9.25
213|7|9.25
213|7|10.5
213|7|8.25
213|7|10.75
213|7|8.25
213|7|10.25
213|2|8
213|2|9.5
213|2|9.5
213|2|2.5
213|2|11.5
213|2|11.5
213|2|5
213|2|9
213|2|1.5
213|2|2.5
213|8|11
213|8|9
213|8|9
213|8|8
213|8|4
213|8|7
213|8|8
213|8|8
213|8|8
213|8|5
213|1|11.5
213|1|9.5
213|1|7.5
213|1|6.5
213|1|9
213|1|9
213|1|9
213|1|12
213|1|9
213|1|13.5
213|9|10.5
213|9|10
213|9|$
222|6|12.5
222|6|10.5
222|6|4.5
222|6|11.5
222|6|12.5
222|6|12.5
222|5|8
222|5|12.5
222|5|9
222|5|8.5
222|10|10
222|10|10.25
222|10|10.5
222|10|9.75
222|10|10.5
222|10|6.75
222|10|9.5
222|10|7.25
222|3|5.5
222|3|10
222|3|7.5
222|3|7
222|3|4.5
222|3|2.5
222|3|7.5
222|3|7
222|3|9.5
222|3|6.5
222|4|8
222|4|12
222|4|8.5
222|4|5
222|4|8.5
222|4|8
222|4|9
222|4|11
222|4|9.5
222|7|9.5
222|7|8.25
222|7|5
222|7|9.75
222|7|8.25
222|7|9
222|7|4
222|2|13.5
222|2|1
222|2|7.5
222|2|5.5
222|2|8.5
222|2|6
222|2|5
222|2|2.5
222|2|8
222|2|9.5
222|8|9
222|8|8
222|8|7
222|8|7
222|8|9
222|8|9
222|8|7
222|8|7
222|1|16.5
222|1|11
222|1|12.5
222|1|9.5
222|1|12.5
222|1|12
222|1|14
222|1|11
222|1|13.5
222|1|16
222|9|10
222|9|9
222|9|8.5
261|6|2
261|6|5
261|6|12
261|6|12.5
261|6|9.5
261|6|10
261|5|6.5
261|5|6
261|5|8
261|5|8
261|10|10.25
261|10|6
261|10|10
261|10|8.5
261|10|8.25
261|10|10.25
261|10|7
261|10|12.25
261|10|5.75
261|3|12.5
261|3|8.5
261|3|8.5
261|3|8
261|3|15.5
261|3|8.5
261|3|9.5
261|3|5
261|3|6
261|3|9.5
261|4|11.5
261|4|10.5
261|4|9.5
261|4|5
261|4|11
261|4|8
261|4|8.5
261|4|10
261|4|11.5
261|7|9
261|7|7.75
261|7|8
261|7|8.75
261|7|10
261|7|9
261|7|11.75
261|2|7
261|2|6
261|2|7
261|2|10
261|2|4
261|2|4.5
261|2|6.5
261|2|5.5
261|2|6
261|2|6.5
261|8|7
261|8|9
261|8|8
261|8|9
261|8|6
261|8|8
261|8|8
261|8|11
261|8|4
261|8|5
261|1|10.5
261|1|9.5
261|1|8
261|1|10
261|1|5.5
261|1|7
261|1|13
261|1|6.5
261|1|7.5
261|1|9.5
261|9|8.5
261|9|9
261|9|9
266|6|15.5
266|6|8
266|6|6.5
266|6|13.5
266|6|11.5
266|6|9
266|5|10
266|5|8
266|5|11
266|5|10.5
266|10|8.75
266|10|7
266|10|9.5
266|10|6.5
266|10|12
266|10|8
266|10|$
266|10|14
266|10|12.25
266|3|5.5
266|3|6.5
266|3|7
266|3|11
266|3|7.5
266|3|9.5
266|3|13
266|3|6
266|3|4.5
266|3|5
266|4|8.5
266|4|8
266|4|8.5
266|4|8.5
266|4|7
266|4|14
266|4|6.5
266|4|6.5
266|4|11.5
266|7|8.5
266|7|10.75
266|7|6.75
266|7|8
266|7|7.25
266|7|9.5
266|7|6.75
266|2|8.5
266|2|8
266|2|8
266|2|3
266|2|8.5
266|2|10.5
266|2|10
266|2|7
266|2|10.5
266|2|2.5
266|8|7
266|8|8
266|8|8
266|8|6
266|8|10
266|8|6
266|8|7
266|8|7
266|8|9
266|8|7
266|1|11
266|1|16.5
266|1|11
266|1|12
266|1|11
266|1|10.5
266|1|9.5
266|1|13
266|1|18
266|1|10
266|9|8
266|9|7
266|9|8.5
307|6|5
307|6|7
307|6|9
307|6|3.5
307|6|12
307|6|8.5
307|5|10.5
307|5|7
307|5|5.5
307|5|11
307|10|10
307|10|8.5
307|10|11.75
307|10|10.5
307|10|6.5
307|10|8
307|10|10.5
307|10|8.75
307|10|7.75
307|3|8.5
307|3|10.5
307|3|3
307|3|9.5
307|3|9
307|3|8
307|3|6
307|3|5
307|3|7.5
307|3|9.5
307|4|10
307|4|7
307|4|11
307|4|11
307|4|10.5
307|4|7
307|4|6.5
307|4|13
307|4|6.5
307|7|9
307|7|9.25
307|7|11.25
307|7|9.5
307|7|7
307|7|10.75
307|2|2.5
307|2|8.5
307|2|7
307|2|7
307|2|9.5
307|2|5
307|2|12.5
307|2|12
307|2|6.5
307|2|13.5
307|8|7
307|8|7
307|8|6
307|8|8
307|8|6
307|8|7
307|8|13
307|8|9
307|8|10
307|8|8
307|1|11
307|1|12.5
307|1|10.5
307|1|12.5
307|1|10.5
307|1|14
307|1|11.5
307|1|7.5
307|1|15
307|1|15.5
307|9|7.5
307|9|9.5
307|9|9.5
317|6|10.5
317|6|8.5
317|6|11.5
317|6|12.5
317|6|10.5
317|6|11
317|5|8.5
317|5|9.5
317|5|10.5
317|5|6.5
317|10|7.5
317|10|9.25
317|10|7
317|10|6
317|10|10.25
317|10|12.5
317|10|6.5
317|3|5.5
317|3|7
317|3|11
317|3|6
317|3|9
317|3|8
317|3|7
317|3|6
317|3|10
317|3|10
317|4|9
317|4|11
317|4|7
317|4|9
317|4|11
317|4|11.5
317|4|10.5
317|4|7
317|4|11
317|7|8.75
317|7|9.25
317|7|9
317|7|7.25
317|7|6.25
317|7|7.25
317|7|7.75
317|2|7
317|2|6
317|2|7
317|2|4
317|2|6.5
317|2|8
317|2|5.5
317|2|5.5
317|2|10.5
317|2|9
317|8|10
317|8|7
317|8|8
317|8|8
317|8|8
317|8|5
317|8|8
317|8|5
317|8|6
317|8|9
317|1|13
317|1|7
317|1|9
317|1|10
317|1|10.5
317|1|14
317|1|14
317|1|10.5
317|1|13
317|1|11.5
317|9|9.5
317|9|11
317|9|9
327|6|10
327|6|11.5
327|6|7
327|6|10.5
327|6|$
327|6|7
327|5|8.5
327|5|$
327|5|10
327|5|9.5
327|10|8
327|10|13
327|10|8.25
327|10|8.75
327|10|7
327|10|12
327|10|11.75
327|10|11
327|10|14.75
327|3|4.5
327|3|10
327|3|10.5
327|3|8
327|3|10
327|3|7
327|3|7
327|3|8
327|3|11.5
327|3|6
327|4|6
327|4|10
327|4|14
327|4|9
327|4|9
327|4|9.5
327|4|11.5
327|4|8
327|4|10.5
327|7|12
327|7|5.75
327|7|9
327|7|10.25
327|7|6.5
327|7|9.25
327|7|9.5
327|2|8
327|2|10.5
327|2|6.5
327|2|3
327|2|2.5
327|2|9
327|2|6.5
327|2|$
327|2|6
327|2|5.5
327|8|8
327|8|8
327|8|8
327|8|7
327|8|8
327|8|5
327|8|7
327|8|8
327|8|8
327|8|9
327|1|12
327|1|$
327|1|14.5
327|1|14
327|1|12.5
327|1|7.5
327|1|16.5
327|1|5
327|1|12.5
327|1|12
327|9|10
327|9|9.5
327|9|7.5
328|6|9.5
328|6|9.5
328|6|8
328|6|6
328|6|9
328|6|8.5
328|5|9.5
328|5|7
328|5|11
328|5|9
328|10|8
328|10|7.5
328|10|9.25
328|10|12.25
328|10|7.75
328|10|8.5
328|10|11
328|10|11
328|10|9.75
328|3|9.5
328|3|9.5
328|3|9.5
328|3|7
328|3|8
328|3|8
328|3|9.5
328|3|10
328|3|9.5
328|3|8
328|4|6.5
328|4|8
328|4|9.5
328|4|11.5
328|4|14.5
328|4|7
328|4|11
328|4|7
328|4|6.5
328|7|8.5
328|7|8.5
328|7|8.5
328|7|9
328|7|7.25
328|7|10.75
328|7|7.5
328|2|9
328|2|3.5
328|2|4.5
328|2|5
328|2|4.5
328|2|6.5
328|2|7.5
328|2|12
328|2|2.5
328|2|5.5
328|8|6
328|8|9
328|8|8
328|8|7
328|8|10
328|8|9
328|8|$
328|8|10
328|8|7
328|8|8
328|1|10
328|1|9
328|1|14.5
328|1|12
328|1|11
328|1|11.5
328|1|13.5
328|1|6
328|1|9.5
328|1|10.5
328|9|7.5
328|9|6
328|9|8
350|6|14.5
350|6|17
350|6|11.5
350|6|10.5
350|6|11.5
350|5|10
350|5|9
350|5|5.5
350|5|8
350|10|10
350|10|10.5
350|10|11.5
350|10|6.5
350|10|10.75
350|10|12
350|10|9.75
350|10|7.75
350|10|9.25
350|3|4.5
350|3|9.5
350|3|6.5
350|3|8.5
350|3|5.5
350|3|13
350|3|5.5
350|3|10
350|3|11.5
350|3|6
350|4|5
350|4|7
350|4|14.5
350|4|8
350|4|9
350|4|13.5
350|4|11
350|4|11.5
350|4|10
350|7|7.25
350|7|6.5
350|7|10.25
350|7|10.5
350|7|7.5
350|7|7.75
350|7|4.75
350|2|6
350|2|6
350|2|6.5
350|2|4.5
350|2|3
350|2|5
350|2|1
350|2|10.5
350|8|8
350|8|11
350|8|$
350|8|8
350|8|5
350|8|10
350|8|9
350|8|8
350|8|5
350|8|$
350|1|12
350|1|12
350|1|8
350|1|11.5
350|1|7
350|1|9.5
350|1|13.5
350|1|7
350|1|13.5
350|1|15
350|9|10
350|9|7.5
350|9|8.5
357|6|5
357|6|15.5
357|6|8.5
357|6|7
357|6|11
357|6|10.5
357|5|10.5
357|5|6.5
357|5|12.5
357|10|$
357|10|8.75
357|10|8.75
357|10|15
357|10|9.75
357|10|8.25
357|10|11.25
357|10|10.5
357|10|7
357|3|5.5
357|3|9
357|3|8
357|3|1
357|3|13
357|3|5.5
357|3|10
357|3|8.5
357|3|9.5
357|3|9
357|4|5
357|4|11
357|4|12
357|4|3.5
357|4|11.5
357|4|10
357|4|6.5
357|4|10.5
357|4|10
357|7|9.25
357|7|8
357|7|7.5
357|7|8
357|7|11.5
357|7|5.25
357|7|9
357|2|10
357|2|8
357|2|8
357|2|2
357|2|10.5
357|2|8
357|2|3.5
357|2|5.5
357|2|4.5
357|2|4
357|8|8
357|8|10
357|8|7
357|8|7
357|8|7
357|8|7
357|8|8
357|8|7
357|8|7
357|8|7
357|1|11
357|1|15
357|1|14.5
357|1|18
357|1|9.5
357|1|12
357|1|10
357|1|11
357|1|8
357|9|9
357|9|8.5
357|9|9
377|6|6.5
377|6|4.5
377|6|8
377|6|9.5
377|6|9.5
377|6|11
377|5|5.5
377|5|10
377|5|7
377|5|8
377|10|10.5
377|10|6.75
377|10|11
377|10|9.25
377|10|9.25
377|10|11.5
377|10|10.75
377|10|17.25
377|10|9.25
377|3|8.5
377|3|10
377|3|8
377|3|11
377|3|$
377|3|9.5
377|3|8
377|3|3
377|3|10.5
377|4|14
377|4|8.5
377|4|11.5
377|4|12
377|4|10
377|4|7
377|4|9.5
377|4|8
377|4|8
377|7|5.75
377|7|9.75
377|7|8.25
377|7|8.5
377|7|12.5
377|7|10.75
377|7|8.25
377|2|4
377|2|7.5
377|2|7
377|2|6
377|2|3.5
377|2|9.5
377|2|6
377|2|7.5
377|2|4.5
377|2|5
377|8|7
377|8|7
377|8|8
377|8|7
377|8|8
377|8|7
377|8|6
377|8|5
377|1|12.5
377|1|9.5
377|1|14
377|1|10
377|1|9
377|1|11
377|1|8.5
377|1|7
377|1|14
377|1|14
377|9|9.5
377|9|8.5
377|9|10.5
415|6|11.5
415|6|6.5
415|6|13.5
415|6|8.5
415|6|9.5
415|6|15
415|5|10
415|5|6.5
415|5|10
415|5|10
415|10|7
415|10|10.75
415|10|4.25
415|10|9.5
415|10|9.5
415|10|10
415|10|11
415|10|4.5
415|10|10
415|3|6.5
415|3|7.5
415|3|8.5
415|3|5
415|3|8.5
415|3|5.5
415|3|3
415|3|8.5
415|3|11
415|3|6.5
415|4|9
415|4|8.5
415|4|11.5
415|4|4
415|4|11.5
415|4|10.5
415|4|4
415|4|9
415|7|7
415|7|7.75
415|7|8.5
415|7|5.75
415|7|11.25
415|7|7
415|2|2
415|2|3
415|2|6.5
415|2|7.5
415|2|8.5
415|2|3.5
415|2|3
415|2|10.5
415|2|9
415|2|7.5
415|8|8
415|8|6
415|8|6
415|8|8
415|8|7
415|8|8
415|8|5
415|8|7
415|8|10
415|1|15.5
415|1|12
415|1|13
415|1|9
415|1|12
415|1|12.5
415|1|11.5
415|1|12
415|1|16.5
415|1|10
415|9|6.5
415|9|9.5
415|9|9.5
453|6|8
453|6|10
453|6|15
453|6|10
453|6|7.5
453|6|17
453|5|8.5
453|5|9
453|5|5.5
453|5|7.5
453|10|5.25
453|10|6
453|10|9.75
453|10|8.75
453|10|8.5
453|10|7.5
453|10|7.25
453|10|5.5
453|3|8.5
453|3|10.5
453|3|6
453|3|6
453|3|7.5
453|3|8
453|3|6.5
453|3|10.5
453|3|14
453|4|12.5
453|4|8
